Original Text,NER Tag Pairs,Has Medical Info
"[ citation needed Lord Gowrie published one volume of poetry in his 20s , Postcard from Don Giovanni , after a period working as an assistant to American poet Robert Lowell , and later co - authored a book on British painting , The Genius of British Painting , published in 1975 . O","[('O','['),('O','citation'),('O','needed'),('O','Lord'),('O','Gowrie'),('O','published'),('O','one'),('O','volume'),('O','of'),('O','poetry'),('O','in'),('O','his'),('O','20s'),('O',','),('O','Postcard'),('O','from'),('O','Don'),('O','Giovanni'),('O',','),('O','after'),('O','a'),('O','period'),('O','working'),('O','as'),('O','an'),('O','assistant'),('O','to'),('O','American'),('O','poet'),('O','Robert'),('O','Lowell'),('O',','),('O','and'),('O','later'),('O','co'),('O','-'),('O','authored'),('O','a'),('O','book'),('O','on'),('O','British'),('O','painting'),('O',','),('O','The'),('O','Genius'),('O','of'),('O','British'),('O','Painting'),('O',','),('O','published'),('O','in'),('O','1975'),('O','.')]",0
"In the summer of 1999 , having been diagnosed with a serious heart condition , he checked into Harefield Hospital , and , after a heart transplant , and a long recovery , left hospital in 2000 ; his health has remained frail since .","[('O','In'),('O','the'),('O','summer'),('O','of'),('O','1999'),('O',','),('O','having'),('O','been'),('O','diagnosed'),('O','with'),('O','a'),('O','serious'),('O','heart'),('O','condition'),('O',','),('O','he'),('O','checked'),('O','into'),('O','Harefield'),('O','Hospital'),('O',','),('O','and'),('O',','),('O','after'),('O','a'),('O','heart'),('O','transplant'),('O',','),('O','and'),('O','a'),('O','long'),('O','recovery'),('O',','),('O','left'),('O','hospital'),('O','in'),('O','2000'),('O',';'),('O','his'),('O','health'),('O','has'),('O','remained'),('O','frail'),('O','since'),('O','.')]",0
"He became friends with his principal surgeon , Sir Magdi Yacoub , and now chairs the institute named for him .","[('O','He'),('O','became'),('O','friends'),('O','with'),('O','his'),('O','principal'),('O','surgeon'),('O',','),('O','Sir'),('O','Magdi'),('O','Yacoub'),('O',','),('O','and'),('O','now'),('O','chairs'),('O','the'),('O','institute'),('O','named'),('O','for'),('O','him'),('O','.')]",0
"Following his release from hospital , he published his first book of poetry for decades , The Domino Hymn , which contains references to his illness - the title refers to the fact that he was a "" domino patient , "" i.e. one who received a heart from a fellow patient undergoing a heart - and - lung transplant . O","[('O','Following'),('O','his'),('O','release'),('O','from'),('O','hospital'),('O',','),('O','he'),('O','published'),('O','his'),('O','first'),('O','book'),('O','of'),('O','poetry'),('O','for'),('O','decades'),('O',','),('O','The'),('O','Domino'),('O','Hymn'),('O',','),('O','which'),('O','contains'),('O','references'),('O','to'),('O','his'),('O','illness'),('O','-'),('O','the'),('O','title'),('O','refers'),('O','to'),('O','the'),('O','fact'),('O','that'),('O','he'),('O','was'),('O','a'),('O','""'),('O','domino'),('O','patient'),('O',','),('O','""'),('O','i.e.'),('O','one'),('O','who'),('O','received'),('O','a'),('O','heart'),('O','from'),('O','a'),('O','fellow'),('O','patient'),('O','undergoing'),('O','a'),('O','heart'),('O','-'),('O','and'),('O','-'),('O','lung'),('O','transplant'),('O','.')]",0
He later also released Third Day with a mix of new and collected poetry . O,"[('O','He'),('O','later'),('O','also'),('O','released'),('O','Third'),('O','Day'),('O','with'),('O','a'),('O','mix'),('O','of'),('O','new'),('O','and'),('O','collected'),('O','poetry'),('O','.')]",0
He was elected in 2003 a Fellow of the Royal Society of Literature O,"[('O','He'),('O','was'),('O','elected'),('O','in'),('O','2003'),('O','a'),('O','Fellow'),('O','of'),('O','the'),('O','Royal'),('O','Society'),('O','of'),('O','Literature')]",0
"In January 2009 , Grey Gowrie accepted Farad Azima 's invitation to chair the Advisory Board of the Iran Heritage Foundation .","[('O','In'),('O','January'),('O','2009'),('O',','),('O','Grey'),('O','Gowrie'),('O','accepted'),('O','Farad'),('O','Azima'),('O',''s'),('O','invitation'),('O','to'),('O','chair'),('O','the'),('O','Advisory'),('O','Board'),('O','of'),('O','the'),('O','Iran'),('O','Heritage'),('O','Foundation'),('O','.')]",0
"Lord Gowrie married Alexandra Bingley , daughter of Colonel Robert Bingley , on 1 November 1962 .","[('O','Lord'),('O','Gowrie'),('O','married'),('B-SP','Alexandra'),('I-SP','Bingley'),('O',','),('O','daughter'),('O','of'),('O','Colonel'),('O','Robert'),('O','Bingley'),('O',','),('O','on'),('O','1'),('O','November'),('O','1962'),('O','.')]",0
They had one son : Lord Gowrie and Alexandra Bingley divorced in 1974 . O,"[('O','They'),('O','had'),('O','one'),('O','son'),('O',':'),('O','Lord'),('O','Gowrie'),('O','and'),('B-SP','Alexandra'),('I-SP','Bingley'),('O','divorced'),('O','in'),('O','1974'),('O','.')]",0
"On 2 November 1974 , Gowrie married Adelheid Gräfin von der Schulenburg ( b. 24 October 1943 ) , sixth and youngest child and fifth and youngest daughter of Fritz - Dietlof Graf von der Schulenburg (","[('O','On'),('O','2'),('O','November'),('O','1974'),('O',','),('O','Gowrie'),('O','married'),('B-SP','Adelheid'),('I-SP','Gräfin'),('I-SP','von'),('I-SP','der'),('I-SP','Schulenburg'),('O','('),('O','b.'),('O','24'),('O','October'),('O','1943'),('O',')'),('O',','),('O','sixth'),('O','and'),('O','youngest'),('O','child'),('O','and'),('O','fifth'),('O','and'),('O','youngest'),('O','daughter'),('O','of'),('O','Fritz'),('O','-'),('O','Dietlof'),('O','Graf'),('O','von'),('O','der'),('O','Schulenburg'),('O','(')]",0
"1902–10 August 1944 ) , a German Graf ( Count ) and one of the leaders of the 1944 plot to assassinate Hitler , and his wife Charlotte Kotelmann . O","[('O','1902–10'),('O','August'),('O','1944'),('O',')'),('O',','),('O','a'),('O','German'),('O','Graf'),('O','('),('O','Count'),('O',')'),('O','and'),('O','one'),('O','of'),('O','the'),('O','leaders'),('O','of'),('O','the'),('O','1944'),('O','plot'),('O','to'),('O','assassinate'),('O','Hitler'),('O',','),('O','and'),('O','his'),('O','wife'),('O','Charlotte'),('O','Kotelmann'),('O','.')]",0
"Gowrie remained friends with Robert Lowell , his poetic mentor , and was a pallbearer at his funeral .","[('O','Gowrie'),('O','remained'),('O','friends'),('O','with'),('O','Robert'),('O','Lowell'),('O',','),('O','his'),('O','poetic'),('O','mentor'),('O',','),('O','and'),('O','was'),('O','a'),('O','pallbearer'),('O','at'),('O','his'),('O','funeral'),('O','.')]",0
"As stated , he is also friends with the eminent surgeon Magdi Yacoub .","[('O','As'),('O','stated'),('O',','),('O','he'),('O','is'),('O','also'),('O','friends'),('O','with'),('O','the'),('O','eminent'),('O','surgeon'),('O','Magdi'),('O','Yacoub'),('O','.')]",0
"He was also friends with writer and producer Josephine Hart and with Edward Plunkett , the Anglo - Irish painter , godfather to one of his sons , and purchaser of the Kent house of his famous grandfather , the writer Lord Dunsany .","[('O','He'),('O','was'),('O','also'),('O','friends'),('O','with'),('O','writer'),('O','and'),('O','producer'),('O','Josephine'),('O','Hart'),('O','and'),('O','with'),('O','Edward'),('O','Plunkett'),('O',','),('O','the'),('O','Anglo'),('O','-'),('O','Irish'),('O','painter'),('O',','),('O','godfather'),('O','to'),('O','one'),('O','of'),('O','his'),('O','sons'),('O',','),('O','and'),('O','purchaser'),('O','of'),('O','the'),('O','Kent'),('O','house'),('O','of'),('O','his'),('O','famous'),('O','grandfather'),('O',','),('O','the'),('O','writer'),('O','Lord'),('O','Dunsany'),('O','.')]",0
"O Michael Edward Reagan ( born John Charles Flaugher ; March 18 , 1945)[page O needed is an American television personality , political commentator , Republican strategist , O former radio talk show host , and author .","[('O','Michael'),('O','Edward'),('O','Reagan'),('O','('),('O','born'),('O','John'),('O','Charles'),('O','Flaugher'),('O',';'),('O','March'),('O','18'),('O',','),('O','1945)[page'),('O','needed'),('O','is'),('O','an'),('O','American'),('O','television'),('O','personality'),('O',','),('O','political'),('O','commentator'),('O',','),('O','Republican'),('O','strategist'),('O',','),('O','former'),('O','radio'),('O','talk'),('O','show'),('O','host'),('O',','),('O','and'),('O','author'),('O','.')]",0
"He is the adoptive son of former U.S. President Ronald Reagan ( 1911–2004 ) and his first wife , actress Jane Wyman ( 1917–2007 ) .","[('O','He'),('O','is'),('O','the'),('O','adoptive'),('O','son'),('O','of'),('O','former'),('O','U.S.'),('O','President'),('B-PR','Ronald'),('I-PR','Reagan'),('O','('),('O','1911–2004'),('O',')'),('O','and'),('O','his'),('O','first'),('O','wife'),('O',','),('O','actress'),('B-PR','Jane'),('I-PR','Wyman'),('O','('),('O','1917–2007'),('O',')'),('O','.')]",0
"Reagan was born John Charles Flaugher in Los Angeles to Irene Flaugher ( October 18 , O","[('O','Reagan'),('O','was'),('O','born'),('O','John'),('O','Charles'),('O','Flaugher'),('O','in'),('O','Los'),('O','Angeles'),('O','to'),('O','Irene'),('O','Flaugher'),('O','('),('O','October'),('O','18'),('O',',')]",0
"– December 26 , 1985 ) , an unmarried woman from Kentucky who became pregnant through a relationship with John Bourgholtzer , a U.S. Army corporal of German background .","[('O','–'),('O','December'),('O','26'),('O',','),('O','1985'),('O',')'),('O',','),('O','an'),('O','unmarried'),('O','woman'),('O','from'),('O','Kentucky'),('O','who'),('O','became'),('O','pregnant'),('O','through'),('O','a'),('O','relationship'),('O','with'),('O','John'),('O','Bourgholtzer'),('O',','),('O','a'),('O','U.S.'),('O','Army'),('O','corporal'),('O','of'),('O','German'),('O','background'),('O','.')]",0
He was adopted by Ronald Reagan and Jane Wyman shortly after his birth . O,"[('O','He'),('O','was'),('O','adopted'),('O','by'),('B-PR','Ronald'),('I-PR','Reagan'),('O','and'),('B-PR','Jane'),('I-PR','Wyman'),('O','shortly'),('O','after'),('O','his'),('O','birth'),('O','.')]",0
"He was expelled from Loyola High School after a short period of time at the school and in 1964 , he graduated from the Judson School , a boarding school outside of Scottsdale , Arizona . O","[('O','He'),('O','was'),('O','expelled'),('O','from'),('O','Loyola'),('O','High'),('O','School'),('O','after'),('O','a'),('O','short'),('O','period'),('O','of'),('O','time'),('O','at'),('O','the'),('O','school'),('O','and'),('O','in'),('O','1964'),('O',','),('O','he'),('O','graduated'),('O','from'),('O','the'),('O','Judson'),('O','School'),('O',','),('O','a'),('O','boarding'),('O','school'),('O','outside'),('O','of'),('O','Scottsdale'),('O',','),('O','Arizona'),('O','.')]",0
He attended Arizona State University for less than one semester and Los Angeles Valley College but never graduated .,"[('O','He'),('O','attended'),('O','Arizona'),('O','State'),('O','University'),('O','for'),('O','less'),('O','than'),('O','one'),('O','semester'),('O','and'),('B-SP','Los'),('I-SP','Angeles'),('I-SP','Valley'),('I-SP','College'),('O','but'),('O','never'),('O','graduated'),('O','.')]",0
"In 1965 , the FBI warned Ronald Reagan that in the course of an organized crime investigation it had discovered his son Michael was associating with the son of crime boss Joseph Bonanno , which would have become a campaign issue had it been publicly known .","[('O','In'),('O','1965'),('O',','),('O','the'),('O','FBI'),('O','warned'),('B-PR','Ronald'),('I-PR','Reagan'),('O','that'),('O','in'),('O','the'),('O','course'),('O','of'),('O','an'),('O','organized'),('O','crime'),('O','investigation'),('O','it'),('O','had'),('O','discovered'),('O','his'),('O','son'),('O','Michael'),('O','was'),('O','associating'),('O','with'),('O','the'),('O','son'),('O','of'),('O','crime'),('O','boss'),('O','Joseph'),('O','Bonanno'),('O',','),('O','which'),('O','would'),('O','have'),('O','become'),('O','a'),('O','campaign'),('O','issue'),('O','had'),('O','it'),('O','been'),('O','publicly'),('O','known'),('O','.')]",0
Reagan thanked the FBI and said he would tell his son to discreetly discontinue the association . O,"[('O','Reagan'),('O','thanked'),('O','the'),('O','FBI'),('O','and'),('O','said'),('O','he'),('O','would'),('O','tell'),('O','his'),('O','son'),('O','to'),('O','discreetly'),('O','discontinue'),('O','the'),('O','association'),('O','.')]",0
"Sometime prior to September 1970 , Reagan was working as a salesman for the clothing company Hart , Schaffner & Marx .","[('O','Sometime'),('O','prior'),('O','to'),('O','September'),('O','1970'),('O',','),('O','Reagan'),('O','was'),('O','working'),('O','as'),('O','a'),('O','salesman'),('O','for'),('O','the'),('O','clothing'),('O','company'),('O','Hart'),('O',','),('O','Schaffner'),('O','&'),('O','Marx'),('O','.')]",0
He then became a director of special events catering at Michaelson Food Service Company in Los Angeles . O,"[('O','He'),('O','then'),('O','became'),('O','a'),('O','director'),('O','of'),('O','special'),('O','events'),('O','catering'),('O','at'),('O','Michaelson'),('O','Food'),('O','Service'),('O','Company'),('O','in'),('O','Los'),('O','Angeles'),('O','.')]",0
"Reagan has had small roles in movies and television shows since 1985 , including Falcon Crest which starred his mother , Jane Wyman . O","[('O','Reagan'),('O','has'),('O','had'),('O','small'),('O','roles'),('O','in'),('O','movies'),('O','and'),('O','television'),('O','shows'),('O','since'),('O','1985'),('O',','),('O','including'),('O','Falcon'),('O','Crest'),('O','which'),('O','starred'),('O','his'),('O','mother'),('O',','),('B-PR','Jane'),('I-PR','Wyman'),('O','.')]",0
His work in talk radio started in the Southern California local market as a guest host for radio commentator Michael Jackson 's talk radio show slot on KABC in Los Angeles . O,"[('O','His'),('O','work'),('O','in'),('O','talk'),('O','radio'),('O','started'),('O','in'),('O','the'),('O','Southern'),('O','California'),('O','local'),('O','market'),('O','as'),('O','a'),('O','guest'),('O','host'),('O','for'),('O','radio'),('O','commentator'),('O','Michael'),('O','Jackson'),('O',''s'),('O','talk'),('O','radio'),('O','show'),('O','slot'),('O','on'),('O','KABC'),('O','in'),('O','Los'),('O','Angeles'),('O','.')]",0
"After this beginning , he landed a talk show spot on KSDO radio in San Diego . O","[('O','After'),('O','this'),('O','beginning'),('O',','),('O','he'),('O','landed'),('O','a'),('O','talk'),('O','show'),('O','spot'),('O','on'),('O','KSDO'),('O','radio'),('O','in'),('O','San'),('O','Diego'),('O','.')]",0
Reagan also hosted The Michael Reagan Show nationwide for most of the 2000s .,"[('O','Reagan'),('O','also'),('O','hosted'),('O','The'),('O','Michael'),('O','Reagan'),('O','Show'),('O','nationwide'),('O','for'),('O','most'),('O','of'),('O','the'),('O','2000s'),('O','.')]",0
The show was variously syndicated on Premiere Networks and Radio America . O,"[('O','The'),('O','show'),('O','was'),('O','variously'),('O','syndicated'),('O','on'),('O','Premiere'),('O','Networks'),('O','and'),('O','Radio'),('O','America'),('O','.')]",0
Since then he has focused on public speaking about his father . O,"[('O','Since'),('O','then'),('O','he'),('O','has'),('O','focused'),('O','on'),('O','public'),('O','speaking'),('O','about'),('O','his'),('O','father'),('O','.')]",0
"In 1988 , he wrote , with Joe Hyams , an autobiography , Michael Reagan : On The Outside Looking","[('O','In'),('O','1988'),('O',','),('O','he'),('O','wrote'),('O',','),('O','with'),('O','Joe'),('O','Hyams'),('O',','),('O','an'),('O','autobiography'),('O',','),('O','Michael'),('O','Reagan'),('O',':'),('O','On'),('O','The'),('O','Outside'),('O','Looking')]",0
